Problem,Contest,Index,Tags,Rating,Submissions,Accepted,WrongAnswer,TimeLimitExceeded,MemoryLimitExceeded,SampleTests,Statement,Input,Output
Gnomes of Might and Magic,175,F,"data structures, graphs, implementation, shortest paths",,,,,,,,,,
Geometry Horse,175,C,"greedy, implementation, sortings, two pointers",,,,,,,,,,
Plane of Tanks: Pro,175,B,implementation,,,,,,,,,,
Robot Bicorn Attack,175,A,"brute force, implementation",,,,,,,,,,
File List,174,B,"dp, greedy, implementation",,,,,,,,,,
Deputies,173,D,"constructive algorithms, graphs, greedy, implementation",,,,,,,,,,
Rock-Paper-Scissors,173,A,"implementation, math",,,,,,,,,,
Bus,172,C,"*special, implementation, sortings",,,,,,,,,,
Pseudorandom Sequence Period,172,B,"*special, implementation, number theory",,,,,,,,,,
Phone Code,172,A,"*special, brute force, implementation",,,,,,,,,,
A polyline,171,H,"*special, implementation",,,,,,,,,,
ucyhf,171,F,"*special, brute force, implementation, number theory",,,,,,,,,,
A Piece of Cake,171,C,"*special, implementation",,,,,,,,,,
Wizards and Minimal Spell,168,B,"implementation, strings",,,,,,,,,,
Wizards and Demonstration,168,A,"implementation, math",,,,,,,,,,
Wizards and Trolleybuses,167,A,"implementation, math",,,,,,,,,,
Rank List,166,A,"binary search, implementation, sortings",,,,,,,,,,
Burning Midnight Oil,165,B,"binary search, implementation",,,,,,,,,,
Supercentral Point,165,A,implementation,,,,,,,,,,
Pentagonal numbers,162,A,"*special, implementation",,,,,,,,,,
Find Pair,160,C,"implementation, math, sortings",,,,,,,,,,
Friends or Not,159,A,"*special, greedy, implementation",,,,,,,,,,
Cd and pwd commands,158,C,"*special, data structures, implementation",,,,,,,,,,
Taxi,158,B,"*special, greedy, implementation",,,,,,,,,,
Next Round,158,A,"*special, implementation",,,,,,,,,,
Suspects,156,B,"constructive algorithms, data structures, implementation",,,,,,,,,,
Steps,152,B,"binary search, implementation",,,,,,,,,,
Marks,152,A,implementation,,,,,,,,,,
Phone Numbers,151,B,"implementation, strings",,,,,,,,,,
Soft Drinking,151,A,"implementation, math",,,,,,,,,,
Martian Clock,149,B,implementation,,,,,,,,,,
Business trip,149,A,"greedy, implementation, sortings",,,,,,,,,,
Escape,148,B,"implementation, math",,,,,,,,,,
Insomnia cure,148,A,"constructive algorithms, implementation, math",,,,,,,,,,
Punctuation,147,A,"implementation, strings",,,,,,,,,,
Lucky Mask,146,B,"brute force, implementation",,,,,,,,,,
Lucky Ticket,146,A,implementation,,,,,,,,,,
Lucky Pair,145,D,"combinatorics, data structures, implementation",,,,,,,,,,
Lucky Conversion,145,A,"greedy, implementation",,,,,,,,,,
Anagram Search,144,C,"implementation, strings",,,,,,,,,,
Meeting,144,B,implementation,,,,,,,,,,
Arrival of the General,144,A,implementation,,,,,,,,,,
Help Kingdom of Far Far Away 2,143,B,"implementation, strings",,,,,,,,,,
Help General,142,B,"constructive algorithms, greedy, implementation",,,,,,,,,,
Amusing Joke,141,A,"implementation, sortings, strings",,,,,,,,,,
New Year Cards,140,B,"brute force, greedy, implementation",,,,,,,,,,
Wallpaper,139,B,"implementation, math",,,,,,,,,,
Petr and Book,139,A,implementation,,,,,,,,,,
Literature Lesson,138,A,implementation,,,,,,,,,,
Last Chance,137,E,"data structures, implementation, strings",,,,,,,,,,
Postcards and photos,137,A,implementation,,,,,,,,,,
Ternary Logic,136,B,"implementation, math",,,,,,,,,,
Presents,136,A,implementation,,,,,,,,,,
Cycle,135,D,"brute force, dfs and similar, implementation",,,,,,,,,,
Replacement,135,A,"greedy, implementation, sortings",,,,,,,,,,
Average Numbers,134,A,"brute force, implementation",,,,,,,,,,
Unary,133,B,implementation,,,,,,,,,,
HQ9+,133,A,implementation,,,,,,,,,,
Piet,132,B,implementation,,,,,,,,,,
Turing Tape,132,A,implementation,,,,,,,,,,
Opposites Attract,131,B,"implementation, math",,,,,,,,,,
cAPS lOCK,131,A,"implementation, strings",,,,,,,,,,
Gnikool Ssalg,130,B,"*special, implementation, strings",,,,,,,,,,
Hexagonal numbers,130,A,"*special, implementation",,,,,,,,,,
Students and Shoelaces,129,B,"brute force, dfs and similar, graphs, implementation",,,,,,,,,,
Cookies,129,A,implementation,,,,,,,,,,
Numbers,128,D,"constructive algorithms, implementation",,,,,,,,,,
String,128,B,"brute force, constructive algorithms, hashing, implementation, string suffix structures, strings",,,,,,,,,,
Canvas Frames,127,B,implementation,,,,,,,,,,
Simple XML,125,B,implementation,,,,,,,,,,
Permutations,124,B,"brute force, combinatorics, implementation",,,,,,,,,,
Prime Permutation,123,A,"implementation, number theory, strings",,,,,,,,,,
Lucky Substring,122,B,"brute force, implementation",,,,,,,,,,
Lucky Segments,121,D,"binary search, implementation, two pointers",,,,,,,,,,
Lucky Sum,121,A,implementation,,,,,,,,,,
Boom,120,G,implementation,,,,,,,,,,
Winnie-the-Pooh and honey,120,C,"implementation, math",,,,,,,,,,
Quiz League,120,B,implementation,,,,,,,,,,
Elevator,120,A,"brute force, implementation, math",,,,,,,,,,
Before Exam,119,B,"constructive algorithms, implementation, sortings",,,,,,,,,,
Epic Game,119,A,implementation,,,,,,,,,,
Present from Lena,118,B,"constructive algorithms, implementation",,,,,,,,,,
String Task,118,A,"implementation, strings",,,,,,,,,,
Tree or not Tree,117,E,"data structures, divide and conquer, implementation, trees",,,,,,,,,,
Elevator,117,A,"implementation, math",,,,,,,,,,
Little Pigs and Wolves,116,B,"greedy, implementation",,,,,,,,,,
Tram,116,A,implementation,,,,,,,,,,
Sleeping,113,E,"combinatorics, implementation, math",,,,,,,,,,
Grammar Lessons,113,A,"implementation, strings",,,,,,,,,,
Petya and Square,112,B,"implementation, math",,,,,,,,,,
Petya and Strings,112,A,"implementation, strings",,,,,,,,,,
Nearly Lucky Number,110,A,implementation,,,,,,,,,,
Lucky Sum of Digits,109,A,"brute force, implementation",,,,,,,,,,
Palindromic Times,108,A,"implementation, strings",,,,,,,,,,
Treasure Island,106,D,"brute force, implementation",,,,,,,,,,
Choosing Laptop,106,B,"brute force, implementation",,,,,,,,,,
Card Game,106,A,implementation,,,,,,,,,,
Entertaining Geodetics,105,D,"brute force, dsu, implementation",,,,,,,,,,
Item World,105,C,"brute force, implementation, sortings",,,,,,,,,,
Transmigration,105,A,implementation,,,,,,,,,,
Blackjack,104,A,implementation,,,,,,,,,,
Testing Pants for Sadness,103,A,"greedy, implementation, math",,,,,,,,,,
Sum of Digits,102,B,implementation,,,,,,,,,,
Vectors,101,C,"implementation, math",,,,,,,,,,
Battleship,100,H,"*special, dfs and similar, implementation",,,,,,,,,,
Name the album,100,G,"*special, data structures, implementation",,,,,,,,,,
Polynom,100,F,"*special, implementation",,,,,,,,,,
A+B,100,C,"*special, implementation",,,,,,,,,,
Friendly Numbers,100,B,"*special, implementation",,,,,,,,,,
Carpeting the Room,100,A,"*special, implementation",,,,,,,,,,
Help Chef Gerasim,99,B,"implementation, sortings",,,,,,,,,,
Help King,98,B,"implementation, probabilities, trees",,,,,,,,,,
Help Victoria the Wise,98,A,"brute force, implementation",,,,,,,,,,
Robot in Basement,97,D,"bitmasks, brute force, implementation",,,,,,,,,,
Domino,97,A,"brute force, implementation",,,,,,,,,,
Football,96,A,"implementation, strings",,,,,,,,,,
Hockey,95,A,"implementation, strings",,,,,,,,,,
Friends,94,B,"graphs, implementation, math",,,,,,,,,,
Restoring Password,94,A,"implementation, strings",,,,,,,,,,
Azembler,93,C,"brute force, implementation",,,,,,,,,,
Frames,93,A,implementation,,,,,,,,,,
Chips,92,A,"implementation, math",,,,,,,,,,
African Crossword,90,B,"implementation, strings",,,,,,,,,,
Chip Play,89,C,"brute force, data structures, implementation",,,,,,,,,,
Widget Library,89,B,"dp, expression parsing, graphs, implementation",,,,,,,,,,
Keyboard,88,B,implementation,,,,,,,,,,
Chord,88,A,"brute force, implementation",,,,,,,,,,
Beautiful Road,87,D,"dfs and similar, dp, dsu, graphs, implementation, sortings, trees",,,,,,,,,,
Vasya and Types,87,B,"implementation, strings",,,,,,,,,,
Trains,87,A,"implementation, math",,,,,,,,,,
Powerful array,86,D,"data structures, implementation, math, two pointers",,,,,,,,,,
Sum of Medians,85,D,"binary search, brute force, data structures, implementation",,,,,,,,,,
Domino,85,A,"constructive algorithms, implementation",,,,,,,,,,
Biathlon,84,C,"binary search, implementation",,,,,,,,,,
Sets,82,B,"constructive algorithms, hashing, implementation",,,,,,,,,,
Double Cola,82,A,"implementation, math",,,,,,,,,,
Pairs,81,E,"dfs and similar, dp, dsu, graphs, implementation, trees",,,,,,,,,,
Sequence Formatting,81,B,"implementation, strings",,,,,,,,,,
Plug-in,81,A,implementation,,,,,,,,,,
Colorful Field,79,B,"implementation, sortings",,,,,,,,,,
Easter Eggs,78,B,"constructive algorithms, implementation",,,,,,,,,,
Haiku,78,A,"implementation, strings",,,,,,,,,,
Domino Carpet,77,D,"dp, implementation",,,,,,,,,,
Heroes,77,A,"brute force, implementation",,,,,,,,,,
Points,76,E,"implementation, math",,,,,,,,,,
Big Maximum Sum,75,D,"data structures, dp, greedy, implementation, math, trees",,,,,,,,,,
Facetook Priority Wall,75,B,"expression parsing, implementation, strings",,,,,,,,,,
Life Without Zeros,75,A,implementation,,,,,,,,,,
Room Leader,74,A,implementation,,,,,,,,,,
Goofy Numbers,72,I,"*special, implementation",,,,,,,,,,
Reverse It!,72,H,"*special, implementation",,,,,,,,,,
INI-file,72,B,"*special, implementation",,,,,,,,,,
Solitaire,71,D,"brute force, implementation",,,,,,,,,,
Progress Bar,71,B,"implementation, math",,,,,,,,,,
Information Reform,70,E,"dp, implementation, trees",,,,,,,,,,
Subsegments,69,E,"data structures, implementation",,,,,,,,,,
Game,69,C,implementation,,,,,,,,,,
Bets,69,B,"greedy, implementation",,,,,,,,,,
Young Physicist,69,A,"implementation, math",,,,,,,,,,
Irrational problem,68,A,"implementation, number theory",,,,,,,,,,
Partial Teacher,67,A,"dp, graphs, greedy, implementation",,,,,,,,,,
Petya and File System,66,C,"data structures, implementation",,,,,,,,,,
Petya and Countryside,66,B,"brute force, implementation",,,,,,,,,,
Petya and Java,66,A,"implementation, strings",,,,,,,,,,
Harry Potter and Moving Staircases,65,E,"dfs and similar, implementation",,,,,,,,,,
Harry Potter and the History of Magic,65,B,"brute force, greedy, implementation",,,,,,,,,,
Harry Potter and Three Spells,65,A,"implementation, math",,,,,,,,,,
Table,64,C,"*special, greedy, implementation, math",,,,,,,,,,
Factorial,64,A,"*special, implementation",,,,,,,,,,
Sweets Game,63,E,"bitmasks, dfs and similar, dp, games, implementation",,,,,,,,,,
Bulls and Cows,63,C,"brute force, implementation",,,,,,,,,,
Settlers' Training,63,B,implementation,,,,,,,,,,
Sinking Ship,63,A,"implementation, sortings, strings",,,,,,,,,,
Inquisition,62,C,"geometry, implementation, sortings",,,,,,,,,,
Tyndex.Brome,62,B,"binary search, implementation",,,,,,,,,,
Ultra-Fast Mathematician,61,A,implementation,,,,,,,,,,
Where Are My Flakes?,60,A,"implementation, two pointers",,,,,,,,,,
Team Arrangement,59,D,"constructive algorithms, greedy, implementation",,,,,,,,,,
Fortune Telling,59,B,"implementation, number theory",,,,,,,,,,
Word,59,A,"implementation, strings",,,,,,,,,,
Martian Architecture,57,B,implementation,,,,,,,,,,
Square Earth?,57,A,"dfs and similar, greedy, implementation",,,,,,,,,,
Corporation Mail,56,C,"data structures, expression parsing, implementation",,,,,,,,,,
Spoilt Permutation,56,B,implementation,,,,,,,,,,
Bar,56,A,implementation,,,,,,,,,,
Flea travel,55,A,"implementation, math",,,,,,,,,,
Cutting Jigsaw Puzzle,54,B,"hashing, implementation",,,,,,,,,,
Presents,54,A,implementation,,,,,,,,,,
Blog Photo,53,B,"binary search, implementation",,,,,,,,,,
Autocomplete,53,A,implementation,,,,,,,,,,
123-sequence,52,A,implementation,,,,,,,,,,
Geometrical problem,51,D,implementation,,,,,,,,,,
Cheaterius's Problem,51,A,implementation,,,,,,,,,,
Game,49,D,"brute force, dp, implementation",,,,,,,,,,
Sleuth,49,A,implementation,,,,,,,,,,
Land Lot,48,B,"brute force, implementation",,,,,,,,,,
Rock-paper-scissors,48,A,"implementation, schedules",,,,,,,,,,
Crossword,47,C,implementation,,,,,,,,,,
Coins,47,B,implementation,,,,,,,,,,
Parking Lot,46,D,"data structures, implementation",,,,,,,,,,
T-shirts from Sponsor,46,B,implementation,,,,,,,,,,
Ball Game,46,A,"brute force, implementation",,,,,,,,,,
Codecraft III,45,A,implementation,,,,,,,,,,
Shooting Gallery,44,G,"data structures, implementation",,,,,,,,,,
Holidays,44,C,implementation,,,,,,,,,,
Cola,44,B,implementation,,,,,,,,,,
Indian Summer,44,A,implementation,,,,,,,,,,
Race,43,E,"brute force, implementation, two pointers",,,,,,,,,,
Journey,43,D,"brute force, constructive algorithms, implementation",,,,,,,,,,
Letter,43,B,"implementation, strings",,,,,,,,,,
Game of chess unfinished,42,B,implementation,,,,,,,,,,
Guilty --- to the kitchen!,42,A,"greedy, implementation",,,,,,,,,,
Email address,41,C,"expression parsing, implementation",,,,,,,,,,
Translation,41,A,"implementation, strings",,,,,,,,,,
Berland Square,40,C,"implementation, math",,,,,,,,,,
Find Color,40,A,"constructive algorithms, geometry, implementation, math",,,,,,,,,,
Spelling Check,39,J,"hashing, implementation, strings",,,,,,,,,,
Multiplication Table,39,H,implementation,,,,,,,,,,
Inverse Function,39,G,implementation,,,,,,,,,,
Pacifist frogs,39,F,implementation,,,,,,,,,,
Vasya the Architect,38,D,implementation,,,,,,,,,,
Chess,38,B,"brute force, implementation, math",,,,,,,,,,
Army,38,A,implementation,,,,,,,,,,
Computer Game,37,B,"greedy, implementation",,,,,,,,,,
Two Paths,36,E,"constructive algorithms, dsu, graphs, implementation",,,,,,,,,,
Bowls,36,C,"geometry, implementation",,,,,,,,,,
Fractal,36,B,implementation,,,,,,,,,,
Extra-terrestrial Intelligence,36,A,implementation,,,,,,,,,,
Warehouse,35,B,implementation,,,,,,,,,,
Shell Game,35,A,implementation,,,,,,,,,,
Collisions,34,E,"brute force, implementation, math",,,,,,,,,,
Page Numbers,34,C,"expression parsing, implementation, sortings, strings",,,,,,,,,,
Reconnaissance 2,34,A,implementation,,,,,,,,,,
What is for dinner?,33,A,"greedy, implementation",,,,,,,,,,
Hide-and-Seek,32,E,"geometry, implementation",,,,,,,,,,
Constellation,32,D,implementation,,,,,,,,,,
Borze,32,B,"expression parsing, implementation",,,,,,,,,,
Chocolate,31,D,"dfs and similar, implementation",,,,,,,,,,
Schedule,31,C,implementation,,,,,,,,,,
Sysadmin Bob,31,B,"greedy, implementation, strings",,,,,,,,,,
Worms Evolution,31,A,implementation,,,,,,,,,,
Codeforces World Finals,30,B,implementation,,,,,,,,,,
Mail Stamps,29,C,"data structures, dfs and similar, graphs, implementation",,,,,,,,,,
Traffic Lights,29,B,implementation,,,,,,,,,,
Bender Problem,28,A,implementation,,,,,,,,,,
Next Test,27,A,"implementation, sortings",,,,,,,,,,
Parquet,26,C,"combinatorics, constructive algorithms, greedy, implementation",,,,,,,,,,
Phone numbers,25,B,implementation,,,,,,,,,,
Sequence of points,24,C,"geometry, implementation, math",,,,,,,,,,
F1 Champions,24,B,implementation,,,,,,,,,,
Intersection,21,B,"implementation, math",,,,,,,,,,
Jabber ID,21,A,"implementation, strings",,,,,,,,,,
BerOS file system,20,A,implementation,,,,,,,,,,
World Football Cup,19,A,implementation,,,,,,,,,,
Stripe,18,C,"data structures, implementation",,,,,,,,,,
Logging,16,D,"implementation, strings",,,,,,,,,,
Burglar and Matches,16,B,"greedy, implementation, sortings",,,,,,,,,,
Flag,16,A,implementation,,,,,,,,,,
Map,15,D,"data structures, implementation, sortings",,,,,,,,,,
Cottage Village,15,A,"implementation, sortings",,,,,,,,,,
Four Segments,14,C,"brute force, constructive algorithms, geometry, implementation, math",,,,,,,,,,
Young Photographer,14,B,implementation,,,,,,,,,,
Letter,14,A,implementation,,,,,,,,,,
Letter A,13,B,"geometry, implementation",,,,,,,,,,
Numbers,13,A,"implementation, math",,,,,,,,,,
Fruits,12,C,"greedy, implementation, sortings",,,,,,,,,,
Correct Solution?,12,B,"implementation, sortings",,,,,,,,,,
Super Agent,12,A,implementation,,,,,,,,,,
How Many Squares?,11,C,implementation,,,,,,,,,,
Increasing Sequence,11,A,"constructive algorithms, implementation, math",,,,,,,,,,
Cinema Cashier,10,B,"dp, implementation",,,,,,,,,,
Power Consumption Calculation,10,A,implementation,,,,,,,,,,
Hexadecimal's Numbers,9,C,"brute force, implementation, math",,,,,,,,,,
Running Student,9,B,"brute force, geometry, implementation",,,,,,,,,,
Obsession with Robots,8,B,"constructive algorithms, graphs, implementation",,,,,,,,,,
Defining Macros,7,E,"dp, expression parsing, implementation",,,,,,,,,,
Memory Manager,7,B,implementation,,,,,,,,,,
President's Office,6,B,implementation,,,,,,,,,,
Follow Traffic Rules,5,D,"implementation, math",,,,,,,,,,
Center Alignment,5,B,"implementation, strings",,,,,,,,,,
Chat Servers Outgoing Traffic,5,A,implementation,,,,,,,,,,
Registration System,4,C,"data structures, hashing, implementation",,,,,,,,,,
Tic-tac-toe,3,C,"brute force, games, implementation",,,,,,,,,,
Winner,2,A,"hashing, implementation",,,,,,,,,,
Spreadsheet,1,B,"implementation, math",,,,,,,,,,
